name,street,city,age,email,price_issue,quality_issue,service_issue,delivery_issue,description_issue,product_code,quarter
Laura Cyan,357 Maple Avenue,Rivertown,41,laura.cyan@example.com,False,False,False,True,True,G,2023-Q2
Mark Violet,753 Birch Lane,Hilltown,35,mark.violet@example.com,True,False,False,False,False,H,2023-Q3
Jane Doe,456 Oak Avenue,Riverside,42,jane.doe@example.com,False,True,False,False,True,B,2023-Q2
Jack Doe,456 Oak Avenue,Riverside,47,jack.doe@example.com,True,False,True,False,False,B,2023-Q2
Jill Doe,456 Oak Avenue,Riverside,44,jill.doe@example.com,False,False,False,True,True,B,2023-Q2
James Doe,456 Oak Avenue,Riverside,50,james.doe@example.com,True,True,False,False,False,B,2023-Q2
Jenny Doe,456 Oak Avenue,Riverside,48,jenny.doe@example.com,False,False,True,False,True,B,2023-Q2
Alice Smith,123 Maple Street,Springfield,30,alice.smith@example.com,True,False,False,False,False,A,2023-Q1
Bob Johnson,789 Pine Road,Greenville,35,bob.johnson@example.com,False,True,False,False,False,C,2023-Q3
Charlie Brown,321 Elm Street,Hilltown,28,charlie.brown@example.com,False,False,True,False,False,D,2023-Q4
Diana Prince,654 Cedar Avenue,Metropolis,40,diana.prince@example.com,False,False,False,True,False,E,2022-Q4
Evan Wright,987 Birch Lane,Lakeside,33,evan.wright@example.com,False,False,False,False,True,F,2023-Q2
Fiona Green,159 Spruce Drive,Rivertown,29,fiona.green@example.com,True,True,False,False,False,G,2023-Q1
George Black,753 Willow Way,Seaside,45,george.black@example.com,False,False,True,True,False,H,2023-Q3
Hannah White,852 Aspen Court,Mountainview,38,hannah.white@example.com,True,False,False,False,True,A,2023-Q2
Ian Gray,951 Oak Circle,Forestville,32,ian.gray@example.com,False,True,False,False,False,B,2023-Q4
Julia Blue,147 Redwood Street,Riverbend,36,julia.blue@example.com,False,False,True,False,True,C,2023-Q1
Kevin Orange,258 Cypress Avenue,Baytown,41,kevin.orange@example.com,True,False,False,True,False,D,2023-Q3
Laura Purple,369 Fir Street,Woodland,27,laura.purple@example.com,False,True,False,False,False,E,2023-Q2
Michael Red,741 Poplar Lane,Brookside,39,michael.red@example.com,False,False,True,False,False,F,2023-Q4
Nina Yellow,963 Chestnut Road,Lakeside,34,nina.yellow@example.com,True,False,False,False,True,G,2023-Q1
Oscar Pink,852 Maple Avenue,Hilltown,31,oscar.pink@example.com,False,True,False,True,False,H,2023-Q2
Nina Green,965 Cherry Lane,Foggy Bottom,29,nina.green@example.com,False,False,True,False,False,G,2020-Q4
Nina Pinkerton,963 Cherry Lane,Foggy Bottom,28,nina.pinkerton@example.com,False,True,False,False,False,G,2020-Q4
Nina P.,964 Cherry Lane,Foggy Bottom,28,nina.p@example.com,False,False,False,True,True,G,2020-Q4
Nina Pink,963 Cherry Lane,Foggy Bottom,28,nina.pink2@example.com,True,False,False,True,False,G,2020-Q3
Nina Pink,963 Cherry Lane,Foggy Bottom,28,nina.pink3@example.com,False,False,False,True,False,H,2020-Q4
John Doe,123 Maple Street,Springfield,35,john.doe@example.com,True,False,False,False,False,A,2021-Q1
Jane Smith,456 Oak Avenue,Riverside,42,jane.smith@example.com,False,True,False,False,False,B,2021-Q2
Alice Johnson,789 Pine Road,Lakeside,30,alice.johnson@example.com,False,False,True,False,False,C,2021-Q3
Bob Brown,321 Birch Boulevard,Hilltop,50,bob.brown@example.com,False,False,False,True,False,D,2021-Q4
Charlie Black,654 Cedar Lane,Valleyview,28,charlie.black@example.com,False,False,False,False,True,E,2022-Q1
Diana White,987 Elm Street,Mountainview,45,diana.white@example.com,True,False,False,False,False,F,2022-Q2
Evan Gray,159 Spruce Drive,Seaside,33,evan.gray@example.com,False,True,False,False,False,G,2022-Q3
Fiona Blue,753 Willow Way,Ridgewood,27,fiona.blue@example.com,False,False,True,False,False,H,2022-Q4
George Red,852 Aspen Circle,Brookfield,39,george.red@example.com,False,False,False,True,False,A,2023-Q1
Hannah Yellow,951 Poplar Street,Greenfield,31,hannah.yellow@example.com,False,False,False,False,True,B,2023-Q2
Ian Orange,147 Cypress Avenue,Sunnydale,36,ian.orange@example.com,True,False,False,False,False,C,2023-Q3
Julia Purple,258 Fir Lane,Clearwater,29,julia.purple@example.com,False,True,False,False,False,D,2023-Q4
Kevin Gold,369 Redwood Road,Meadowbrook,40,kevin.gold@example.com,False,False,True,False,False,E,2024-Q1
Laura Silver,741 Hemlock Street,Pinehill,34,laura.silver@example.com,False,False,False,True,False,F,2024-Q2
Michael Bronze,852 Juniper Avenue,Cedarville,38,michael.bronze@example.com,False,False,False,False,True,G,2024-Q3
Helen Magenta,951 Birch Lane,Crystal Lake,34,helen.magenta@example.com,False,True,False,False,True,H,2020-Q2
Henry Magenta Jr.,951 Birch Lane,Crystal Lake,18,henry.magenta.jr@example.com,False,True,False,False,False,H,2020-Q3
Hannah Magenta,951 Birch Lane,Crystal Lake,40,hannah.magenta@example.com,False,True,False,True,False,H,2020-Q4
Harry Magenta,951 Birch Lane,Crystal Lake,38,harry.magenta@example.com,False,True,True,False,False,H,2021-Q1
Hazel Magenta,951 Birch Lane,Crystal Lake,42,hazel.magenta@example.com,False,True,False,False,True,H,2021-Q2
Alice Green,123 Oak Street,Springfield,29,alice.green@example.com,True,False,False,False,False,A,2021-Q3
Bob Brown,456 Pine Avenue,Rivertown,45,bob.brown@example.com,False,False,True,False,False,B,2021-Q4
Charlie Black,789 Maple Drive,Lakeside,32,charlie.black@example.com,False,False,False,True,False,C,2022-Q1
Diana White,321 Elm Street,Hilltop,27,diana.white@example.com,True,False,False,False,True,D,2022-Q2
Evan Blue,654 Cedar Lane,Valleyview,39,evan.blue@example.com,False,True,False,False,False,E,2022-Q3
Fiona Red,987 Spruce Road,Mountainville,31,fiona.red@example.com,False,False,True,False,True,F,2022-Q4
George Yellow,159 Birch Boulevard,Seaside,50,george.yellow@example.com,True,False,False,True,False,G,2023-Q1
Ivy Violet,753 Willow Way,Riverside,28,ivy.violet@example.com,False,True,False,False,True,A,2023-Q2
Jack Orange,852 Aspen Alley,Forestville,36,jack.orange@example.com,False,False,True,False,False,B,2023-Q3
Karen Pink,951 Birch Lane,Crystal Lake,37,karen.pink@example.com,True,False,False,False,True,C,2023-Q4
Liam Indigo,147 Oak Circle,Hilltop,33,liam.indigo@example.com,False,True,False,True,False,D,2024-Q1
Mia Cyan,258 Pine Path,Valleyview,41,mia.cyan@example.com,False,False,True,False,True,E,2024-Q2
Noah Lime,369 Maple Lane,Lakeside,35,noah.lime@example.com,True,False,False,False,False,F,2024-Q3
Olivia Teal,951 Birch Lane,Crystal Lake,30,olivia.teal@example.com,False,True,False,False,True,G,2024-Q4
Paul Silver,753 Willow Way,Riverside,44,paul.silver@example.com,False,False,True,True,False,H,2025-Q1
Jordan Young,808 Willow Street,Lakeside,28,jordan.young@example.com,False,True,False,False,False,D,2023-Q3
Taylor Young,808 Willow Street,Lakeside,24,taylor.young@example.com,False,False,True,False,False,D,2023-Q3
Morgan Young,808 Willow Street,Lakeside,30,morgan.young@example.com,False,False,False,True,False,D,2023-Q3
Casey Young,808 Willow Street,Lakeside,27,casey.young@example.com,False,False,False,False,True,D,2023-Q3
Riley Young,808 Willow Street,Lakeside,29,riley.young@example.com,True,False,False,False,False,D,2023-Q3
Alex Smith,123 Maple Avenue,Springfield,34,alex.smith@example.com,False,True,False,False,False,A,2023-Q1
Jamie Lee,456 Oak Street,Rivertown,40,jamie.lee@example.com,True,False,False,False,False,B,2023-Q2
Pat Morgan,789 Pine Road,Hillview,22,pat.morgan@example.com,False,False,True,False,False,C,2023-Q3
Sam Taylor,321 Birch Lane,Greenfield,45,sam.taylor@example.com,False,False,False,True,False,E,2023-Q4
Chris Jordan,654 Cedar Court,Brookside,31,chris.jordan@example.com,False,False,False,False,True,F,2023-Q1
Robin Parker,987 Elm Street,Lakeside,37,robin.parker@example.com,True,False,False,False,False,G,2023-Q2
Dana Kim,159 Spruce Avenue,Rivertown,29,dana.kim@example.com,False,True,False,False,False,H,2023-Q3
Lee Carter,753 Willow Street,Springfield,26,lee.carter@example.com,False,False,True,False,False,A,2023-Q4
Jordan Blake,852 Maple Avenue,Hillview,33,jordan.blake@example.com,False,False,False,True,False,B,2023-Q1
Taylor Quinn,951 Oak Street,Greenfield,38,taylor.quinn@example.com,False,False,False,False,True,C,2023-Q2
Morgan Riley,147 Pine Road,Brookside,41,morgan.riley@example.com,True,False,False,False,False,D,2023-Q3
Casey Jordan,258 Birch Lane,Lakeside,35,casey.jordan@example.com,False,True,False,False,False,E,2023-Q4
Riley Morgan,369 Cedar Court,Rivertown,32,riley.morgan@example.com,False,False,True,False,False,F,2023-Q1
Alex Taylor,741 Elm Street,Springfield,27,alex.taylor@example.com,False,False,False,True,False,G,2023-Q2
Jamie Parker,852 Spruce Avenue,Hillview,36,jamie.parker@example.com,False,False,False,False,True,H,2023-Q3
Grace White,987 Elm Road,Summerville,39,grace.white@example.com,False,False,False,False,True,E,2022-Q4
G. Black,987 Elm Road,Summerville,38,g.black@example.com,False,False,False,False,True,E,2022-Q4
Grace B.,987 Elm Road,Summerville,38,grace.b@example.com,False,False,False,False,True,E,2022-Q4
Grace Black,987 Elm Road,Summerville,38,grace.black@anothermail.com,False,False,False,False,True,E,2022-Q4
G. Black,987 Elm Road,Summerville,38,g.black@samplemail.com,False,False,False,False,True,E,2022-Q4
John Doe,123 Maple Street,Lakeside,45,john.doe@example.com,True,False,False,False,False,A,2023-Q1
Jane Smith,456 Oak Avenue,Rivertown,32,jane.smith@example.com,False,True,False,False,False,B,2023-Q2
Alice Johnson,789 Pine Lane,Hilltop,29,alice.j@example.com,False,False,True,False,False,C,2023-Q3
Bob Brown,321 Cedar Road,Valleyview,50,bob.brown@example.com,False,False,False,True,False,D,2023-Q4
Charlie Green,654 Birch Boulevard,Mountainville,41,charlie.green@example.com,True,True,False,False,False,F,2022-Q3
Diana Prince,987 Spruce Street,Seaside,36,diana.prince@example.com,False,False,True,True,False,G,2022-Q2
Evan Wright,159 Elm Street,Forestville,28,evan.wright@example.com,True,False,False,True,False,H,2021-Q4
Fiona Apple,753 Willow Way,Riverbend,33,fiona.apple@example.com,False,True,True,False,False,A,2021-Q3
George Martin,852 Cherry Circle,Brookside,47,george.martin@example.com,False,False,False,True,True,B,2021-Q2
Hannah Lee,951 Aspen Drive,Clifftown,39,hannah.lee@example.com,True,False,True,False,False,C,2021-Q1
Ian Turner,147 Poplar Street,Bayview,44,ian.turner@example.com,False,True,False,True,False,D,2020-Q4
Jessica Alba,369 Cypress Avenue,Meadowland,31,jessica.alba@example.com,True,False,False,False,True,E,2020-Q3
Kevin Hart,258 Fir Lane,Sunset,52,kevin.hart@example.com,False,True,True,False,False,F,2020-Q2
Laura Palmer,369 Redwood Road,Pinehill,27,laura.palmer@example.com,False,False,False,True,True,G,2020-Q1
Michael Scott,741 Hemlock Street,Creekside,55,michael.scott@example.com,True,True,False,False,False,H,2023-Q4
Lucas Green,753 Elm Street,Quartz City,38,lucas.green@example.com,True,False,False,True,False,A,2022-Q4
Lydia Yellow,754 Elm Street,Quartz City,36,lydia.yellow@example.com,True,False,False,True,False,A,2022-Q4
Lucas Yellow,753 Elm Street,Quartz City,37,lucas.yellow2@example.com,True,False,False,True,False,A,2022-Q4
Lucas Yellow,755 Elm Street,Quartz City,37,lucas.yellow3@example.com,True,False,False,True,False,A,2022-Q4
Lucas Yellow,753 Elm Street,Quartz City,37,lucas.yellow4@example.com,True,False,False,True,False,A,2022-Q4
Emma Blue,123 Maple Avenue,River Town,29,emma.blue@example.com,False,True,False,False,True,B,2023-Q1
John Smith,456 Oak Lane,Pineville,45,john.smith@example.com,True,False,True,False,False,C,2023-Q2
Alice Brown,789 Birch Road,Maple City,34,alice.brown@example.com,False,True,False,True,False,D,2023-Q3
Michael White,321 Cedar Street,Oak Town,52,michael.white@example.com,False,False,True,False,True,E,2023-Q4
Sophia Black,654 Pine Avenue,Spruce City,27,sophia.black@example.com,True,True,False,False,False,F,2023-Q1
James Red,987 Willow Lane,Elm Town,41,james.red@example.com,False,False,True,True,False,G,2023-Q2
Olivia Grey,159 Ash Street,Cedar City,33,olivia.grey@example.com,True,False,False,False,True,H,2023-Q3
William Orange,753 Elm Street,Quartz City,39,william.orange@example.com,True,False,False,True,False,A,2022-Q4
Isabella Pink,753 Elm Street,Quartz City,35,isabella.pink@example.com,True,False,False,True,False,A,2022-Q4
Ethan Violet,753 Elm Street,Quartz City,40,ethan.violet@example.com,True,False,False,True,False,A,2022-Q4
Charlotte Cyan,753 Elm Street,Quartz City,37,charlotte.cyan@example.com,True,False,False,True,False,A,2022-Q4
Henry Indigo,753 Elm Street,Quartz City,42,henry.indigo@example.com,True,False,False,True,False,A,2022-Q4
Amelia Teal,753 Elm Street,Quartz City,36,amelia.teal@example.com,True,False,False,True,False,A,2022-Q4
Mason Maroon,753 Elm Street,Quartz City,37,mason.maroon@example.com,True,False,False,True,False,A,2022-Q4
Ava Lavender,753 Elm Street,Quartz City,37,ava.lavender@example.com,True,False,False,True,False,A,2022-Q4
Bob Johnson,789 Pine Road,Lakeside,52,bob.johnson@anothermail.com,False,False,True,False,False,C,2021-Q3
Alice Smith,789 Pine Road,Lakeside,48,alice.smith@anothermail.com,False,False,True,False,False,C,2021-Q3
Alice Johnson,789 Oak Avenue,Lakeside,50,alice.j@anothermail.com,False,False,True,False,False,C,2021-Q3
Alice Johnson,789 Pine Road,Riverside,50,alice.johnson@anothermail.com,False,False,True,False,False,C,2021-Q3
Alice Johnson,789 Pine Road,Lakeside,50,alice.johnson@anothermail.com,False,False,True,False,False,C,2021-Q4
John Doe,123 Elm Street,Springfield,34,john.doe@example.com,True,False,False,False,False,A,2022-Q1
Jane Smith,456 Maple Avenue,Greenfield,28,jane.smith@example.com,False,True,False,False,False,B,2022-Q2
Michael Brown,789 Oak Lane,Riverdale,45,michael.brown@example.com,False,False,False,True,False,D,2022-Q3
Emily Davis,321 Birch Road,Hilltown,37,emily.davis@example.com,False,False,False,False,True,E,2022-Q4
Chris Wilson,654 Cedar Street,Lakeside,29,chris.wilson@example.com,True,False,False,False,False,F,2023-Q1
Patricia Taylor,987 Spruce Avenue,Meadowville,41,patricia.taylor@example.com,False,True,False,False,False,G,2023-Q2
Robert Anderson,159 Pine Road,Lakeside,53,robert.anderson@example.com,False,False,True,False,False,C,2023-Q3
Linda Martinez,753 Willow Lane,Brookfield,36,linda.martinez@example.com,False,False,False,True,False,H,2023-Q4
James Lee,852 Aspen Street,Lakeside,39,james.lee@example.com,True,False,False,False,False,A,2021-Q1
Barbara White,963 Poplar Avenue,Sunnydale,47,barbara.white@example.com,False,True,False,False,False,B,2021-Q2
Steven Harris,147 Cherry Road,Lakeside,55,steven.harris@example.com,False,False,True,False,False,C,2021-Q3
Nancy Clark,258 Walnut Street,Riverside,32,nancy.clark@example.com,False,False,False,True,False,D,2021-Q4
Kevin Lewis,369 Pine Road,Lakeside,44,kevin.lewis@example.com,False,False,True,False,False,C,2022-Q1
Laura Walker,741 Fir Avenue,Hilltown,38,laura.walker@example.com,False,True,False,False,False,E,2022-Q2
Daniel Hall,852 Pine Road,Lakeside,50,daniel.hall@example.com,False,False,True,False,False,C,2022-Q3
Liam Clark,667 Redwood Road,Clifftown,28,liam.clark@example.com,False,False,True,False,False,D,2024-Q1
Sophia Clark,668 Redwood Road,Clifftown,24,sophia.clark@example.com,False,False,True,False,False,D,2024-Q1
Noah Clark,669 Redwood Road,Clifftown,30,noah.clark@example.com,False,False,True,False,False,D,2024-Q1
Emma Clark,670 Redwood Road,Clifftown,22,emma.clark@example.com,False,False,True,False,False,D,2024-Q1
Oliver Clark,671 Redwood Road,Clifftown,32,oliver.clark@example.com,False,False,True,False,False,D,2024-Q1
Ava Johnson,123 Maple Street,Springfield,35,ava.johnson@example.com,True,False,False,False,False,A,2023-Q4
Ethan Brown,456 Oak Avenue,Rivertown,40,ethan.brown@example.com,False,True,False,False,False,B,2023-Q3
Isabella Smith,789 Pine Lane,Lakeside,29,isabella.smith@example.com,False,False,False,True,False,C,2023-Q2
James Wilson,321 Birch Road,Hilltop,45,james.wilson@example.com,False,False,False,False,True,E,2023-Q1
Charlotte Martinez,654 Cedar Street,Valleyview,38,charlotte.martinez@example.com,True,True,False,False,False,F,2022-Q4
Lucas Anderson,987 Elm Avenue,Seaside,27,lucas.anderson@example.com,False,False,True,True,False,G,2022-Q3
Amelia Thompson,159 Spruce Lane,Mountainview,31,amelia.thompson@example.com,False,False,False,False,True,H,2022-Q2
Mason White,753 Willow Road,Riverside,36,mason.white@example.com,True,False,False,False,True,A,2022-Q1
Harper Harris,852 Aspen Street,Forestville,33,harper.harris@example.com,False,True,True,False,False,B,2021-Q4
Elijah Lewis,951 Poplar Avenue,Brookside,42,elijah.lewis@example.com,False,False,False,True,True,C,2021-Q3
Abigail Walker,147 Fir Lane,Meadowtown,28,abigail.walker@example.com,True,False,False,False,False,D,2021-Q2
Henry Hall,258 Cypress Road,Greenville,39,henry.hall@example.com,False,True,False,True,False,E,2021-Q1
Emily Young,369 Redwood Street,Clifftown,26,emily.young@example.com,False,False,True,False,False,D,2024-Q1
Michael King,741 Maple Avenue,Springfield,34,michael.king@example.com,True,False,False,False,False,F,2020-Q4
Ella Scott,852 Oak Lane,Rivertown,37,ella.scott@example.com,False,True,False,False,True,G,2020-Q3
Michelle Brown,321 Birch Lane,Hilltop,38,michelle.brown@example.com,True,False,True,False,False,D,2023-Q4
Michael Browning,321 Birch Lane,Hilltop,42,michael.browning@example.com,False,True,False,True,False,D,2023-Q3
Michaela Brown,322 Birch Lane,Hilltop,40,michaela.brown@example.com,True,True,False,False,True,D,2023-Q4
Michael B.,321 Birch Lane,Hilltop,40,michael.b@example.com,True,True,False,False,False,D,2023-Q2
M. Brown,321 Birch Lane,Hilltop,41,m.brown@example.com,True,False,False,True,False,D,2023-Q4
Sarah Johnson,123 Maple Street,Riverside,29,sarah.johnson@example.com,False,True,False,False,True,A,2023-Q1
John Smith,456 Oak Avenue,Lakeside,35,john.smith@example.com,True,False,True,False,False,B,2023-Q2
Emily Davis,789 Pine Road,Meadowville,42,emily.davis@example.com,False,False,True,True,False,C,2023-Q3
James Wilson,101 Cedar Street,Brookfield,50,james.wilson@example.com,True,True,False,False,False,E,2023-Q4
Olivia Martinez,202 Spruce Lane,Greenfield,28,olivia.martinez@example.com,False,False,False,True,True,F,2023-Q1
Liam Thompson,303 Elm Street,Sunnyvale,33,liam.thompson@example.com,True,False,False,True,False,G,2023-Q2
Sophia White,404 Willow Avenue,Hillside,37,sophia.white@example.com,False,True,True,False,False,H,2023-Q3
Ethan Harris,505 Aspen Road,Valleyview,45,ethan.harris@example.com,True,False,False,False,True,A,2023-Q4
Ava Clark,606 Birch Boulevard,Ridgewood,31,ava.clark@example.com,False,True,False,True,False,B,2023-Q1
Noah Lewis,707 Maple Drive,Crestview,39,noah.lewis@example.com,True,False,True,False,False,C,2023-Q2
Isabella Walker,808 Oak Lane,Summit,26,isabella.walker@example.com,False,False,False,True,True,D,2023-Q3
Lucas Hall,909 Pine Street,Glenwood,44,lucas.hall@example.com,True,True,False,False,False,E,2023-Q4
Mia Young,1010 Cedar Avenue,Parkview,30,mia.young@example.com,False,True,False,False,True,F,2023-Q1
Alexander King,1111 Spruce Road,Woodland,36,alexander.king@example.com,True,False,True,False,False,G,2023-Q2
Charlotte Scott,1212 Elm Lane,Clearwater,32,charlotte.scott@example.com,False,False,False,True,True,H,2023-Q3
Sarah Harris,810 Dogwood Drive,Brookside,36,sarah.harris@example.com,False,True,False,False,False,D,2023-Q4
Michael Harris,812 Dogwood Drive,Brookside,40,michael.harris@example.com,True,False,False,False,False,D,2023-Q3
Emily Harris,808 Dogwood Drive,Brookside,35,emily.harris@example.com,False,False,True,False,False,D,2023-Q2
David Harris,808 Dogwood Drive,Brookside,42,david.harris@example.com,False,False,False,True,False,D,2023-Q1
Jessica Harris,808 Dogwood Drive,Brookside,39,jessica.harris@example.com,False,False,False,False,True,D,2023-Q4
Alice Johnson,123 Maple Street,Greenfield,29,alice.johnson@example.com,True,False,False,False,False,A,2023-Q1
Bob Smith,456 Oak Avenue,Lakeside,45,bob.smith@example.com,False,True,False,False,False,B,2023-Q2
Catherine Lee,789 Pine Road,Hilltop,32,catherine.lee@example.com,False,False,True,False,False,C,2023-Q3
Daniela Martinez,101 Birch Lane,Riverside,27,daniela.martinez@example.com,False,False,False,True,False,E,2023-Q4
Ethan Brown,202 Cedar Street,Meadowville,50,ethan.brown@example.com,False,False,False,False,True,F,2023-Q1
Fiona White,303 Elm Avenue,Sunnydale,34,fiona.white@example.com,True,False,False,False,False,G,2023-Q2
George Black,404 Spruce Drive,Seaside,41,george.black@example.com,False,True,False,False,False,H,2023-Q3
Hannah Green,505 Willow Way,Mountainview,28,hannah.green@example.com,False,False,True,False,False,A,2023-Q4
Ian Blue,606 Fir Street,Valleytown,37,ian.blue@example.com,False,False,False,True,False,B,2023-Q1
Julia Red,707 Ash Avenue,Clifftop,33,julia.red@example.com,False,False,False,False,True,C,2023-Q2
Kevin Yellow,808 Cherry Lane,Bayview,46,kevin.yellow@example.com,True,False,False,False,False,D,2023-Q3
Laura Purple,909 Walnut Street,Foresthill,31,laura.purple@example.com,False,True,False,False,False,E,2023-Q4
Mark Orange,1010 Poplar Avenue,Riverbend,39,mark.orange@example.com,False,False,True,False,False,F,2023-Q1
Nina Pink,1111 Cypress Road,Hillcrest,35,nina.pink@example.com,False,False,False,True,False,G,2023-Q2
Oscar Gray,1212 Beech Street,Lakeside,44,oscar.gray@example.com,False,False,False,False,True,H,2023-Q3
Michelle Green,370 Chestnut Street,Valleyview,37,michelle.green@example.com,False,False,False,False,True,F,2022-Q1
Michael Greene,369 Chestnut St,Valleyview,39,michael.greene@example.com,False,False,False,False,True,F,2022-Q2
Michaela Green,368 Chestnut Street,Valleyview,38,michaela.green@example.com,False,False,False,False,True,F,2022-Q3
Michael Green,369 Chestnut Avenue,Valleyview,38,michael.green2@example.com,False,False,False,False,True,F,2022-Q4
M. Green,369 Chestnut Street,Valleyview,38,m.green@example.com,False,False,False,False,True,F,2023-Q1
John Doe,123 Maple Avenue,Springfield,45,john.doe@example.com,True,False,False,False,False,A,2023-Q2
Jane Smith,456 Oak Street,Rivertown,29,jane.smith@example.com,False,True,False,False,False,B,2023-Q3
Alice Johnson,789 Pine Road,Lakeside,34,alice.johnson@example.com,False,False,True,False,False,C,2023-Q4
Bob Brown,101 Elm Street,Hilltop,50,bob.brown@example.com,False,False,False,True,False,D,2023-Q1
Charlie Davis,202 Birch Lane,Meadowville,42,charlie.davis@example.com,True,True,False,False,False,E,2023-Q2
Diana Evans,303 Cedar Court,Brookfield,36,diana.evans@example.com,False,False,True,True,False,G,2023-Q3
Evan Foster,404 Spruce Drive,Riverside,28,evan.foster@example.com,True,False,True,False,False,H,2023-Q4
Fiona Gray,505 Willow Way,Seaside,31,fiona.gray@example.com,False,True,False,True,False,A,2023-Q1
George Harris,606 Aspen Avenue,Mountainview,47,george.harris@example.com,True,False,False,True,False,B,2023-Q2
Hannah Ingram,707 Poplar Street,Forestville,39,hannah.ingram@example.com,False,True,True,False,False,C,2023-Q3
Ian Jackson,808 Fir Road,Clifftown,33,ian.jackson@example.com,True,True,True,False,False,D,2023-Q4
Julia King,909 Cypress Lane,Bayview,26,julia.king@example.com,False,False,False,True,True,E,2023-Q1
Kevin Lewis,1010 Redwood Street,Sunset City,52,kevin.lewis@example.com,True,False,False,False,True,F,2023-Q2
Laura Martin,1111 Alder Avenue,Windy Plains,40,laura.martin@example.com,False,True,False,False,True,G,2023-Q3
Mark Nelson,1212 Beech Boulevard,Greenfield,37,mark.nelson@example.com,True,True,True,True,True,H,2023-Q4
Benjamin Martinez,755 Willow Way,Springfield,26,benjamin.martinez@example.com,False,False,False,True,True,C,2023-Q3
Benji M.,755 Willow Way,Springfield,25,benji.m@example.com,False,False,True,True,False,C,2023-Q3
B. Martinez,755 Willow Way,Springfield,25,b.martinez@example.com,False,True,False,True,True,C,2023-Q3
Benji Martinez,755 Willow Way,Springfield,25,benji.martinez@anothermail.com,True,False,False,True,True,C,2023-Q3
Benji Martinez,755 Willow Way,Springfield,25,benji.martinez@samplemail.com,False,False,False,True,False,C,2023-Q3
Alice Johnson,123 Maple Street,Rivertown,34,alice.johnson@example.com,True,False,False,False,False,A,2023-Q1
John Doe,456 Oak Avenue,Lakeside,29,john.doe@example.com,False,True,False,False,False,B,2023-Q2
Emily Smith,789 Pine Road,Hilltop,42,emily.smith@example.com,False,False,True,False,False,D,2023-Q3
Michael Brown,321 Birch Lane,Greenfield,37,michael.brown@example.com,False,False,False,True,False,E,2023-Q4
Jessica White,654 Cedar Street,Sunnyvale,28,jessica.white@example.com,True,True,False,False,False,F,2023-Q1
David Wilson,987 Elm Avenue,Riverbend,31,david.wilson@example.com,False,False,True,True,False,G,2023-Q2
Sophia Taylor,159 Spruce Drive,Meadowbrook,45,sophia.taylor@example.com,False,True,False,False,True,H,2023-Q3
James Anderson,753 Willow Way,Springfield,30,james.anderson@example.com,True,False,False,False,True,C,2023-Q3
Olivia Martinez,852 Oak Avenue,Lakeside,27,olivia.martinez@example.com,False,True,False,True,False,B,2023-Q2
Liam Johnson,963 Maple Street,Rivertown,33,liam.johnson@example.com,False,False,True,False,True,A,2023-Q1
Emma Brown,147 Pine Road,Hilltop,39,emma.brown@example.com,True,False,False,False,False,D,2023-Q4
Noah Wilson,258 Birch Lane,Greenfield,36,noah.wilson@example.com,False,True,False,True,False,E,2023-Q3
Ava White,369 Cedar Street,Sunnyvale,29,ava.white@example.com,False,False,True,False,True,F,2023-Q2
Lucas Taylor,741 Spruce Drive,Meadowbrook,44,lucas.taylor@example.com,True,False,False,False,False,H,2023-Q1
Mia Anderson,852 Elm Avenue,Riverbend,32,mia.anderson@example.com,False,True,False,True,False,G,2023-Q4
Jill Smith,125 Elm Street,Maple Town,28,jill.smith@example.com,False,False,False,False,True,A,2021-Q4
Jake Smith,125 Elm Street,Maple Town,32,jake.smith@example.com,False,False,False,False,True,A,2021-Q4
Jackie Smith,125 Elm Street,Maple Town,30,jackie.smith@example.com,False,False,False,False,True,A,2021-Q4
Jackson Smith,125 Elm Street,Maple Town,29,jackson.smith@example.com,False,False,False,False,True,A,2021-Q4
Jacqueline Smith,125 Elm Street,Maple Town,31,jacqueline.smith@example.com,False,False,False,False,True,A,2021-Q4
Emily Johnson,456 Oak Avenue,Pine City,45,emily.johnson@example.com,True,False,False,False,False,B,2022-Q1
Michael Brown,789 Birch Road,Cedarville,38,michael.brown@example.com,False,True,False,False,False,C,2022-Q2
Sarah Davis,321 Pine Street,Spruce Town,27,sarah.davis@example.com,False,False,True,False,False,D,2022-Q3
David Wilson,654 Maple Lane,Oak City,50,david.wilson@example.com,False,False,False,True,False,E,2022-Q4
Laura Martinez,987 Cedar Avenue,Fir Town,33,laura.martinez@example.com,True,True,False,False,False,F,2023-Q1
James Anderson,159 Spruce Road,Willow City,41,james.anderson@example.com,False,False,True,True,False,G,2023-Q2
Patricia Thomas,753 Elm Street,Maple Town,29,patricia.thomas@example.com,True,False,False,False,True,H,2023-Q3
Robert Jackson,852 Oak Avenue,Pine City,36,robert.jackson@example.com,False,True,True,False,False,A,2023-Q4
Linda White,951 Birch Road,Cedarville,44,linda.white@example.com,False,False,False,True,True,B,2023-Q1
Christopher Harris,753 Pine Street,Spruce Town,39,christopher.harris@example.com,True,False,True,False,False,C,2023-Q2
Barbara Clark,357 Maple Lane,Oak City,47,barbara.clark@example.com,False,True,False,True,False,D,2023-Q3
Daniel Lewis,159 Cedar Avenue,Fir Town,34,daniel.lewis@example.com,True,False,False,True,False,E,2023-Q4
